"Site ID";Nom;Pays;Vendor;Technologie;"KPI Global (%)";Statut;"KPI Dégradant";"Valeur KPI Dégradant (%)";Date
AC987;DOKOUIE_CIE;CI;Ericsson;2G;80.58;critical;"Disponibilité TCH";41.32;2026-03-29
AC162;FRESCO;CI;Ericsson;2G;80.70;critical;"Disponibilité TCH";41.67;2026-03-29
IM364;IM364;CI;Ericsson;2G;80.84;critical;"Disponibilité TCH";42.11;2026-03-29
AC377;MATENIN;CI;Ericsson;2G;80.87;critical;"Disponibilité TCH";47.37;2026-03-29
ET132;MONOKO_ZOHI;CI;Huawei;2G;80.87;critical;"Disponibilité TCH";48.57;2026-03-29
AC553;BROFODOUME;CI;Ericsson;2G;81.05;critical;"Disponibilité TCH";42.71;2026-03-29
AC655;AHOUE;CI;Ericsson;2G;81.05;critical;"Disponibilité TCH";42.71;2026-03-29
ET912;YOP_BELAIR;CI;Ericsson;3G;81.25;critical;"Chute CS";95.31;2026-03-29
AC378;TERMINUS;CI;Ericsson;2G;81.54;critical;"Disponibilité TCH";46.96;2026-03-29
AC368;ARCADES;CI;Ericsson;2G;81.55;critical;"Succès Handover";43.75;2026-03-29
AC719;MISSION_EPHRATA;CI;Ericsson;2G;81.55;critical;"Disponibilité TCH";48.13;2026-03-29
IM019;PBOUET_GS_CEVENOL;CI;Huawei;2G;81.63;critical;"Disponibilité TCH";44.44;2026-03-29
