"Site ID";Nom;Pays;Vendor;Technologie;"KPI Global (%)";Statut;"KPI Dégradant";"Valeur KPI Dégradant (%)";Date
ET168;ZEAGLO;CI;Huawei;3G;31.68;critical;"RRC PS SR";1.94;2026-04-19
AC873;OUATTARADOUGOU;CI;Huawei;3G;31.72;critical;"RRC PS SR";1.09;2026-04-19
IM053;DUEKOUE_ZOUADRI;CI;Huawei;3G;31.73;critical;"RRC PS SR";4.70;2026-04-19
IM053;DUEKOUE_ZOUADRI;CI;Huawei;3G;31.73;critical;"RRC PS SR";4.70;2026-04-19
ET172;SIPILOU;CI;Huawei;3G;31.75;critical;"RAB CS SR";0.00;2026-04-19
AC880;SELIEGUHE;CI;Huawei;3G;31.78;critical;"RRC CS SR";1.72;2026-04-19
AC456;GUESSABO;CI;Huawei;3G;31.82;critical;"RRC PS SR";0.60;2026-04-19
ET174;ANCIEN_PROZI;CI;Huawei;3G;31.83;critical;"RRC PS SR";0.76;2026-04-19
ET174;ANCIEN_PROZI;CI;Huawei;3G;31.83;critical;"RRC PS SR";0.76;2026-04-19
IM053;DUEKOUE_ZOUADRI;CI;Huawei;3G;31.84;critical;"RRC PS SR";1.97;2026-04-19
AC949;PINHOU;CI;Huawei;3G;31.86;critical;"RRC PS SR";1.40;2026-04-19
AC480;TAI;CI;Huawei;3G;31.88;critical;"RRC PS SR";1.31;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;31.89;critical;"RRC PS SR";0.44;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;31.89;critical;"RRC PS SR";0.44;2026-04-19
ET637;BELLEVILLE;CI;Huawei;3G;31.90;critical;"RRC PS SR";0.96;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;31.91;critical;"RRC PS SR";3.32;2026-04-19
AC801;SADA;CI;Huawei;3G;31.94;critical;"RRC PS SR";0.22;2026-04-19
ET705;DIOUROUZON;CI;Huawei;3G;31.96;critical;"RRC PS SR";0.56;2026-04-19
ET705;DIOUROUZON;CI;Huawei;3G;31.96;critical;"RRC PS SR";0.56;2026-04-19
ET186;MANGOUIN;CI;Huawei;3G;31.97;critical;"RRC PS SR";3.45;2026-04-19
ET363;DOMOUROU;CI;Huawei;3G;32.01;critical;"RRC PS SR";8.54;2026-04-19
AC505;MONT_ZAALA;CI;Huawei;3G;32.02;critical;"RRC PS SR";4.44;2026-04-19
AC505;MONT_ZAALA;CI;Huawei;3G;32.02;critical;"RRC PS SR";4.44;2026-04-19
ET259;GBONNE;CI;Huawei;3G;32.03;critical;"RRC PS SR";3.23;2026-04-19
ET636;CIB_BLOLEQUIN;CI;Huawei;3G;32.08;critical;"RRC PS SR";0.75;2026-04-19
ET242;NOUKPOUDOU_LBS;CI;Huawei;3G;32.10;critical;"RRC PS SR";0.31;2026-04-19
ET242;NOUKPOUDOU_LBS;CI;Huawei;3G;32.10;critical;"RRC PS SR";0.31;2026-04-19
ET267;GUINKIN;CI;Huawei;3G;32.11;critical;"RRC PS SR";1.71;2026-04-19
ET689;YELLEU;CI;Huawei;3G;32.13;critical;"RAB CS SR";0.00;2026-04-19
ET689;YELLEU;CI;Huawei;3G;32.13;critical;"RAB CS SR";0.00;2026-04-19
ET995;TOUBA_TP;CI;Huawei;3G;32.17;critical;"RRC PS SR";1.16;2026-04-19
ET995;TOUBA_TP;CI;Huawei;3G;32.17;critical;"RRC PS SR";1.16;2026-04-19
ET170;VAOU;CI;Huawei;3G;32.22;critical;"RRC PS SR";0.47;2026-04-19
AC586;ZAGNE;CI;Huawei;3G;32.24;critical;"RRC PS SR";1.99;2026-04-19
AC422;MONT_TONPKI;CI;Huawei;3G;32.26;critical;"RRC PS SR";1.01;2026-04-19
AC306;ZOUAN_HOUNIEN;CI;Huawei;3G;32.26;critical;"RRC PS SR";4.27;2026-04-19
AC422;MONT_TONPKI;CI;Huawei;3G;32.26;critical;"RRC PS SR";1.01;2026-04-19
AC480;TAI;CI;Huawei;3G;32.26;critical;"RRC PS SR";1.54;2026-04-19
AC306;ZOUAN_HOUNIEN;CI;Huawei;3G;32.26;critical;"RRC PS SR";4.27;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;32.27;critical;"RRC PS SR";0.68;2026-04-19
ET843;LEDJEHAN;CI;Huawei;3G;32.27;critical;"RRC PS SR";2.60;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;32.29;critical;"RRC PS SR";2.95;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;32.30;critical;"RRC PS SR";0.34;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;32.30;critical;"RRC PS SR";0.34;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;32.31;critical;"RRC PS SR";1.40;2026-04-19
AC505;MONT_ZAALA;CI;Huawei;3G;32.31;critical;"RRC PS SR";5.41;2026-04-19
AC805;BAC_SEMIEN;CI;Huawei;3G;32.33;critical;"RRC PS SR";2.45;2026-04-19
AC805;BAC_SEMIEN;CI;Huawei;3G;32.33;critical;"RRC PS SR";2.45;2026-04-19
AC837;BELLE_VILLE;CI;Huawei;3G;32.36;critical;"RRC CS SR";1.26;2026-04-19
AC837;BELLE_VILLE;CI;Huawei;3G;32.36;critical;"RRC CS SR";1.26;2026-04-19
AC301;BANGOLO;CI;Huawei;3G;32.39;critical;"RRC PS SR";3.30;2026-04-19
ET788;KEITENABLY;CI;Huawei;3G;32.40;critical;"RAB CS SR";0.00;2026-04-19
AC301;BANGOLO;CI;Huawei;3G;32.41;critical;"RRC PS SR";3.28;2026-04-19
IM033;MAN_CAFOP;CI;Huawei;3G;32.44;critical;"RRC PS SR";0.86;2026-04-19
ET995;TOUBA_TP;CI;Huawei;3G;32.46;critical;"RRC PS SR";1.51;2026-04-19
AC505;MONT_ZAALA;CI;Huawei;3G;32.46;critical;"RRC PS SR";3.92;2026-04-19
AC480;TAI;CI;Huawei;3G;32.53;critical;"RRC PS SR";1.57;2026-04-19
ET846;BOUNTA;CI;Huawei;3G;32.57;critical;"RRC PS SR";1.20;2026-04-19
AC456;GUESSABO;CI;Huawei;3G;32.59;critical;"RRC PS SR";0.81;2026-04-19
AC807;Man_BLOKOSS;CI;Huawei;3G;32.60;critical;"RRC CS SR";10.84;2026-04-19
AC219;COVALMAN;CI;Huawei;3G;32.61;critical;"RRC PS SR";0.91;2026-04-19
IM202;SAKRE;CI;Huawei;3G;32.61;critical;"RAB CS SR";0.00;2026-04-19
IM202;SAKRE;CI;Huawei;3G;32.61;critical;"RAB CS SR";0.00;2026-04-19
ET172;SIPILOU;CI;Huawei;3G;32.65;critical;"RAB CS SR";0.00;2026-04-19
ET138;MIGNORE;CI;Huawei;3G;32.67;critical;"RRC PS SR";0.69;2026-04-19
ET138;MIGNORE;CI;Huawei;3G;32.67;critical;"RRC PS SR";0.69;2026-04-19
ET619;GBABO;CI;Huawei;3G;32.71;critical;"RRC PS SR";1.72;2026-04-19
AC798;LOBOVILLE;CI;Huawei;3G;32.72;critical;"RRC PS SR";2.92;2026-04-19
ET689;YELLEU;CI;Huawei;3G;32.74;critical;"RAB CS SR";0.00;2026-04-19
ET689;YELLEU;CI;Huawei;3G;32.76;critical;"RAB CS SR";0.00;2026-04-19
ET927;YOREDOULA;CI;Huawei;3G;32.78;critical;"RRC PS SR";0.71;2026-04-19
AC480;TAI;CI;Huawei;3G;32.79;critical;"RRC PS SR";2.20;2026-04-19
AC480;TAI;CI;Huawei;3G;32.79;critical;"RRC PS SR";2.20;2026-04-19
ET625;GUIGLO_NICLA;CI;Huawei;3G;32.84;critical;"RRC PS SR";1.74;2026-04-19
ET625;GUIGLO_NICLA;CI;Huawei;3G;32.84;critical;"RRC PS SR";1.74;2026-04-19
ET863;DJIDOUBAYE;CI;Huawei;3G;32.87;critical;"RRC PS SR";0.93;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;32.88;critical;"RRC PS SR";0.59;2026-04-19
AC842;BLENIMEOUIN;CI;Huawei;3G;32.88;critical;"RRC PS SR";2.35;2026-04-19
AC300;ZOUKOUGBEU;CI;Huawei;3G;32.89;critical;"RRC PS SR";1.48;2026-04-19
AC300;ZOUKOUGBEU;CI;Huawei;3G;32.89;critical;"RRC PS SR";1.48;2026-04-19
ET698;DOUASSO;CI;Huawei;3G;32.96;critical;"RRC PS SR";1.59;2026-04-19
ET843;LEDJEHAN;CI;Huawei;3G;32.97;critical;"RRC PS SR";2.01;2026-04-19
ET843;LEDJEHAN;CI;Huawei;3G;32.97;critical;"RRC PS SR";2.01;2026-04-19
ET267;GUINKIN;CI;Huawei;3G;32.97;critical;"RRC PS SR";0.66;2026-04-19
ET363;DOMOUROU;CI;Huawei;3G;33.01;critical;"RRC PS SR";9.93;2026-04-19
ET170;VAOU;CI;Huawei;3G;33.07;critical;"RRC PS SR";0.73;2026-04-19
ET170;VAOU;CI;Huawei;3G;33.07;critical;"RRC PS SR";0.73;2026-04-19
AC425;LOGOUALE;CI;Huawei;3G;33.08;critical;"RRC PS SR";2.56;2026-04-19
ET619;GBABO;CI;Huawei;3G;33.13;critical;"RRC PS SR";3.93;2026-04-19
AC829;BAHE_SEBON;CI;Huawei;3G;33.24;critical;"RRC CS SR";3.52;2026-04-19
ET167;DOMANGBEU;CI;Huawei;3G;33.24;critical;"RRC PS SR";4.77;2026-04-19
AC456;GUESSABO;CI;Huawei;3G;33.25;critical;"RRC PS SR";0.98;2026-04-19
ET874;TAOBLY;CI;Huawei;3G;33.27;critical;"RRC PS SR";0.19;2026-04-19
AC586;ZAGNE;CI;Huawei;3G;33.28;critical;"RRC PS SR";2.43;2026-04-19
ET164;FENGOLO;CI;Huawei;3G;33.32;critical;"RRC PS SR";2.58;2026-04-19
AC551;ITY;CI;Huawei;3G;33.33;critical;"RRC CS SR";6.83;2026-04-19
AC480;TAI;CI;Huawei;3G;33.45;critical;"RRC PS SR";4.08;2026-04-19
AC480;TAI;CI;Huawei;3G;33.45;critical;"RRC PS SR";4.08;2026-04-19
ET291;KONTROU;CI;Ericsson;3G;33.46;critical;"RRC PS SR";3.48;2026-04-19
ET291;KONTROU;CI;Ericsson;3G;33.46;critical;"RRC PS SR";3.48;2026-04-19
ET234;DOKE;CI;Huawei;3G;33.47;critical;"RRC PS SR";1.20;2026-04-19
AC586;ZAGNE;CI;Huawei;3G;33.50;critical;"RRC PS SR";3.67;2026-04-19
AC456;GUESSABO;CI;Huawei;3G;33.50;critical;"RRC PS SR";1.27;2026-04-19
AC586;ZAGNE;CI;Huawei;3G;33.50;critical;"RRC PS SR";3.67;2026-04-19
AC456;GUESSABO;CI;Huawei;3G;33.50;critical;"RRC PS SR";1.27;2026-04-19
ET599;DANANE_BELLEVILLE;CI;Huawei;3G;33.53;critical;"RRC PS SR";2.04;2026-04-19
AC798;LOBOVILLE;CI;Huawei;3G;33.54;critical;"RRC PS SR";0.35;2026-04-19
AC798;LOBOVILLE;CI;Huawei;3G;33.54;critical;"RRC PS SR";0.35;2026-04-19
ET291;KONTROU;CI;Ericsson;3G;33.55;critical;"RRC PS SR";4.33;2026-04-19
AC300;ZOUKOUGBEU;CI;Huawei;3G;33.56;critical;"RRC PS SR";1.23;2026-04-19
AC888;TOBLY_BANGOLO;CI;Huawei;3G;33.56;critical;"RRC PS SR";3.51;2026-04-19
AC300;ZOUKOUGBEU;CI;Huawei;3G;33.56;critical;"RRC PS SR";1.23;2026-04-19
AC888;TOBLY_BANGOLO;CI;Huawei;3G;33.56;critical;"RRC PS SR";3.51;2026-04-19
ET262;GUEHIEBLY;CI;Huawei;3G;33.57;critical;"RRC PS SR";4.09;2026-04-19
ET637;BELLEVILLE;CI;Huawei;3G;33.57;critical;"RRC PS SR";2.03;2026-04-19
ET262;GUEHIEBLY;CI;Huawei;3G;33.57;critical;"RRC PS SR";4.09;2026-04-19
ET170;VAOU;CI;Huawei;3G;33.59;critical;"RRC PS SR";1.28;2026-04-19
ET165;GUIGLO_PONAN;CI;Huawei;3G;33.61;critical;"RRC PS SR";0.89;2026-04-19
AC910;BINGORO;CI;Huawei;3G;33.63;critical;"RRC PS SR";4.00;2026-04-19
AC205;DUEKOUE_CENTRE;CI;Huawei;3G;33.66;critical;"RRC PS SR";2.90;2026-04-19
AC205;DUEKOUE_CENTRE;CI;Huawei;3G;33.66;critical;"RRC PS SR";2.90;2026-04-19
ET862;GOURANE;CI;Huawei;3G;33.66;critical;"RRC CS SR";0.00;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;33.67;critical;"RRC PS SR";1.98;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;33.73;critical;"RRC PS SR";2.41;2026-04-19
ET846;BOUNTA;CI;Huawei;3G;33.75;critical;"RRC PS SR";0.30;2026-04-19
ET846;BOUNTA;CI;Huawei;3G;33.75;critical;"RRC PS SR";0.30;2026-04-19
AC445;BLOLEQUIN;CI;Huawei;3G;33.77;critical;"RRC PS SR";1.87;2026-04-19
AC842;BLENIMEOUIN;CI;Huawei;3G;33.77;critical;"RRC PS SR";1.80;2026-04-19
AC842;BLENIMEOUIN;CI;Huawei;3G;33.77;critical;"RRC PS SR";1.80;2026-04-19
ET894;DUEKOUE_RESIDENTIEL;CI;Huawei;3G;33.80;critical;"RRC PS SR";0.08;2026-04-19
AC807;Man_BLOKOSS;CI;Huawei;3G;33.85;critical;"RRC PS SR";0.16;2026-04-19
AC807;Man_BLOKOSS;CI;Huawei;3G;33.85;critical;"RRC PS SR";0.16;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;33.86;critical;"RRC PS SR";4.13;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;33.86;critical;"RRC PS SR";4.13;2026-04-19
ET706;GLOPLOU;CI;Huawei;3G;33.90;critical;"RAB CS SR";0.00;2026-04-19
ET168;ZEAGLO;CI;Huawei;3G;33.92;critical;"RRC PS SR";5.24;2026-04-19
ET823;BEABLO;CI;Huawei;3G;33.96;critical;"RRC PS SR";4.64;2026-04-19
ET823;BEABLO;CI;Huawei;3G;33.96;critical;"RRC PS SR";4.64;2026-04-19
ET799;NIDROU;CI;Huawei;3G;34.00;critical;"RRC PS SR";3.39;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;34.00;critical;"RRC PS SR";0.35;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;34.00;critical;"RRC PS SR";0.35;2026-04-19
ET995;TOUBA_TP;CI;Huawei;3G;34.05;critical;"RRC PS SR";1.50;2026-04-19
AC873;OUATTARADOUGOU;CI;Huawei;3G;34.09;critical;"RRC PS SR";0.54;2026-04-19
AC873;OUATTARADOUGOU;CI;Huawei;3G;34.09;critical;"RRC PS SR";0.54;2026-04-19
ET924;YEPLEU;CI;Huawei;3G;34.09;critical;"RRC PS SR";3.39;2026-04-19
ET924;YEPLEU;CI;Huawei;3G;34.09;critical;"RRC PS SR";3.39;2026-04-19
ET167;DOMANGBEU;CI;Huawei;3G;34.10;critical;"RRC PS SR";3.87;2026-04-19
ET167;DOMANGBEU;CI;Huawei;3G;34.10;critical;"RRC PS SR";3.87;2026-04-19
AC851;NIAZAHON_V16;CI;Huawei;3G;34.11;critical;"RRC PS SR";2.25;2026-04-19
AC851;NIAZAHON_V16;CI;Huawei;3G;34.11;critical;"RRC PS SR";2.25;2026-04-19
ET259;GBONNE;CI;Huawei;3G;34.11;critical;"RRC PS SR";2.64;2026-04-19
AC898;BEHIBO_V15;CI;Huawei;3G;34.13;critical;"RRC PS SR";5.48;2026-04-19
AC445;BLOLEQUIN;CI;Huawei;3G;34.15;critical;"RRC PS SR";2.08;2026-04-19
AC445;BLOLEQUIN;CI;Huawei;3G;34.15;critical;"RRC PS SR";2.08;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;34.17;critical;"RRC PS SR";2.13;2026-04-19
AC449;BUYO;CI;Huawei;3G;34.24;critical;"RRC PS SR";1.10;2026-04-19
AC899;OUANINOU;CI;Huawei;3G;34.25;critical;"RRC PS SR";5.33;2026-04-19
AC854;KAHIN_ZARABAON;CI;Huawei;3G;34.26;critical;"RRC PS SR";3.24;2026-04-19
AC854;KAHIN_ZARABAON;CI;Huawei;3G;34.26;critical;"RRC PS SR";3.24;2026-04-19
AC907;KOULAYERE;CI;Huawei;3G;34.27;critical;"RRC PS SR";4.70;2026-04-19
AC907;KOULAYERE;CI;Huawei;3G;34.27;critical;"RRC PS SR";4.70;2026-04-19
AC856;KEIBLY;CI;Huawei;3G;34.28;critical;"RRC PS SR";6.28;2026-04-19
AC856;KEIBLY;CI;Huawei;3G;34.28;critical;"RRC PS SR";6.28;2026-04-19
ET132;MONOKO_ZOHI;CI;Huawei;3G;34.28;critical;"RRC PS SR";3.28;2026-04-19
ET132;MONOKO_ZOHI;CI;Huawei;3G;34.28;critical;"RRC PS SR";3.28;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;34.28;critical;"RRC PS SR";1.34;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;34.28;critical;"RRC PS SR";1.34;2026-04-19
ET283;PEHE;CI;Ericsson;3G;34.29;critical;"RRC PS SR";0.48;2026-04-19
AC423;GUEZON;CI;Huawei;3G;34.32;critical;"RRC PS SR";1.09;2026-04-19
AC586;ZAGNE;CI;Huawei;3G;34.36;critical;"RRC PS SR";3.64;2026-04-19
AC425;LOGOUALE;CI;Huawei;3G;34.42;critical;"RRC PS SR";2.64;2026-04-19
AC425;LOGOUALE;CI;Huawei;3G;34.42;critical;"RRC PS SR";2.64;2026-04-19
AC906;DIAFLA;CI;Huawei;3G;34.45;critical;"RRC PS SR";1.68;2026-04-19
AC906;DIAFLA;CI;Huawei;3G;34.45;critical;"RRC PS SR";1.68;2026-04-19
AC207;GUIGLO;CI;Huawei;3G;34.47;critical;"RRC PS SR";0.25;2026-04-19
ET645;GBETOGO;CI;Huawei;3G;34.49;critical;"RRC PS SR";4.97;2026-04-19
ET259;GBONNE;CI;Huawei;3G;34.51;critical;"RRC PS SR";3.63;2026-04-19
ET259;GBONNE;CI;Huawei;3G;34.51;critical;"RRC PS SR";3.63;2026-04-19
ET843;LEDJEHAN;CI;Huawei;3G;34.53;critical;"RRC CS SR";4.03;2026-04-19
ET843;LEDJEHAN;CI;Huawei;3G;34.53;critical;"RRC CS SR";4.03;2026-04-19
ET525;DAKOUPLEU;CI;Ericsson;3G;34.62;critical;"RRC CS SR";2.05;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;34.62;critical;"RRC PS SR";4.46;2026-04-19
AC301;BANGOLO;CI;Huawei;3G;34.63;critical;"RRC PS SR";4.00;2026-04-19
ET592;MAN_RENFO;CI;Huawei;3G;34.63;critical;"RRC PS SR";0.15;2026-04-19
AC301;BANGOLO;CI;Huawei;3G;34.63;critical;"RRC PS SR";4.00;2026-04-19
AC306;ZOUAN_HOUNIEN;CI;Huawei;3G;34.64;critical;"RRC CS SR";5.78;2026-04-19
AC856;KEIBLY;CI;Huawei;3G;34.66;critical;"RRC PS SR";1.47;2026-04-19
AC467;SANGOUINE;CI;Huawei;3G;34.67;critical;"RRC PS SR";5.91;2026-04-19
AC467;SANGOUINE;CI;Huawei;3G;34.67;critical;"RRC PS SR";5.91;2026-04-19
AC863;ZRO_TOUYA;CI;Huawei;3G;34.68;critical;"RRC PS SR";3.46;2026-04-19
ET527;DROPLEU;CI;Huawei;3G;34.69;critical;"RRC PS SR";4.56;2026-04-19
AC423;GUEZON;CI;Huawei;3G;34.70;critical;"RRC PS SR";1.47;2026-04-19
AC423;GUEZON;CI;Huawei;3G;34.70;critical;"RRC PS SR";1.47;2026-04-19
ET874;TAOBLY;CI;Huawei;3G;34.72;critical;"RRC PS SR";0.24;2026-04-19
ET874;TAOBLY;CI;Huawei;3G;34.74;critical;"RRC PS SR";10.48;2026-04-19
AC898;BEHIBO_V15;CI;Huawei;3G;34.75;critical;"RRC PS SR";2.90;2026-04-19
ET877;ZIOGOUINE;CI;Huawei;3G;34.77;critical;"RRC CS SR";2.68;2026-04-19
ET354;BUYO_RESIDENTIEL;CI;Huawei;3G;34.78;critical;"RRC PS SR";7.37;2026-04-19
ET663;PODIAGOUINE;CI;Huawei;3G;34.79;critical;"RRC PS SR";3.21;2026-04-19
AC856;KEIBLY;CI;Huawei;3G;34.82;critical;"RRC PS SR";2.32;2026-04-19
ET171;KOUIBLY;CI;Huawei;3G;34.82;critical;"RRC PS SR";5.43;2026-04-19
AC287;DANANE;CI;Huawei;3G;34.83;critical;"RRC PS SR";1.32;2026-04-19
AC287;DANANE;CI;Huawei;3G;34.83;critical;"RRC PS SR";1.32;2026-04-19
AC863;ZRO_TOUYA;CI;Huawei;3G;34.87;critical;"RRC PS SR";4.50;2026-04-19
AC863;ZRO_TOUYA;CI;Huawei;3G;34.87;critical;"RRC PS SR";4.50;2026-04-19
ET262;GUEHIEBLY;CI;Huawei;3G;34.88;critical;"RRC PS SR";1.23;2026-04-19
ET262;GUEHIEBLY;CI;Huawei;3G;34.88;critical;"RRC PS SR";1.23;2026-04-19
AC898;BEHIBO_V15;CI;Huawei;3G;34.89;critical;"RRC PS SR";5.92;2026-04-19
AC898;BEHIBO_V15;CI;Huawei;3G;34.89;critical;"RRC PS SR";5.92;2026-04-19
ET844;BLAPLEU;CI;Huawei;3G;34.92;critical;"RRC PS SR";0.41;2026-04-19
ET844;BLAPLEU;CI;Huawei;3G;34.92;critical;"RRC PS SR";0.41;2026-04-19
AC467;SANGOUINE;CI;Huawei;3G;34.93;critical;"RRC PS SR";5.32;2026-04-19
ET607;BEDY-GOAZON;CI;Huawei;3G;34.93;critical;"RRC PS SR";3.56;2026-04-19
AC881;SEMIEN;CI;Huawei;3G;34.97;critical;"RRC PS SR";4.27;2026-04-19
ET174;ANCIEN_PROZI;CI;Huawei;3G;34.97;critical;"RRC PS SR";1.11;2026-04-19
AC881;SEMIEN;CI;Huawei;3G;34.97;critical;"RRC PS SR";4.27;2026-04-19
AC888;TOBLY_BANGOLO;CI;Huawei;3G;34.99;critical;"RRC PS SR";4.14;2026-04-19
AC307;TOULEPLEU;CI;Huawei;3G;35.04;critical;"RRC PS SR";7.76;2026-04-19
ET776;DAPEOUA;CI;Huawei;3G;35.04;critical;"RRC PS SR";0.48;2026-04-19
ET645;GBETOGO;CI;Huawei;3G;35.05;critical;"RRC CS SR";9.09;2026-04-19
AC907;KOULAYERE;CI;Huawei;3G;35.09;critical;"RRC PS SR";4.64;2026-04-19
IM033;MAN_CAFOP;CI;Huawei;3G;35.11;critical;"RRC PS SR";0.76;2026-04-19
IM033;MAN_CAFOP;CI;Huawei;3G;35.11;critical;"RRC PS SR";0.76;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;35.14;critical;"RRC PS SR";2.13;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;35.17;critical;"RRC PS SR";1.47;2026-04-19
AC866;GOYA_1;CI;Huawei;3G;35.17;critical;"RRC PS SR";1.47;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;35.19;critical;"RRC PS SR";2.22;2026-04-19
AC888;TOBLY_BANGOLO;CI;Huawei;3G;35.19;critical;"RRC PS SR";3.63;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;35.19;critical;"RRC PS SR";2.22;2026-04-19
ET231;BAKOUBLY;CI;Ericsson;3G;35.19;critical;"RRC PS SR";4.42;2026-04-19
AC881;SEMIEN;CI;Huawei;3G;35.20;critical;"RRC PS SR";3.42;2026-04-19
ET799;NIDROU;CI;Huawei;3G;35.21;critical;"RRC PS SR";2.93;2026-04-19
ET354;BUYO_RESIDENTIEL;CI;Huawei;3G;35.22;critical;"RRC CS SR";4.84;2026-04-19
