id,name,country_code,latitude,longitude,vendor,technology,region,localite,,,,,,,,,,,,,,
IM062,SIKENSI_MARCHE,CI,5.670600,-4.573410,ERICSSON,2G,AGNEBY-TIASSA,SIKENSI,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM067,JULES_VERNE 2,CI,5.365480,-3.919686,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM070,GOHONDO,CI,8.328900,-3.092460,ERICSSON,2G,GONTOUGO,GOHONDO,,,,,,,,,,,,,,
IM079,SOUAFOUE-DJAHAN,CI,7.592140,-5.375420,HUAWEI,2G,GBEKE,SOUAFOUE-DJAHAN,,,,,,,,,,,,,,
IM079,SOUAFOUE-DJAHAN,CI,7.592140,-5.375420,HUAWEI,2G,GBEKE,SOUAFOUE-DJAHAN,,,,,,,,,,,,,,
IM079,SOUAFOUE-DJAHAN,CI,7.592140,-5.375420,HUAWEI,2G,GBEKE,SOUAFOUE-DJAHAN,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM147,YOMIDJI,CI,5.540483,-4.534695,ERICSSON,2G,GRANDS-PONTS,YOMIDJI,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM150,ALLANY,CI,6.134867,-4.335442,ERICSSON,2G,AGNEBY-TIASSA,ALLANY,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM154,AMANGBEU,CI,6.022108,-4.369306,ERICSSON,2G,AGNEBY-TIASSA,AMANGBEU,,,,,,,,,,,,,,
IM169,BADIE,CI,6.187435,-5.647594,HUAWEI,2G,GOH,BADIE,,,,,,,,,,,,,,
IM169,BADIE,CI,6.187435,-5.647594,HUAWEI,2G,GOH,BADIE,,,,,,,,,,,,,,
IM169,BADIE,CI,6.187435,-5.647594,HUAWEI,2G,GOH,BADIE,,,,,,,,,,,,,,
IM203,GBINZO 1,CI,10.219780,-5.486389,HUAWEI,2G,TCHOLOGO,GBINZO 1,,,,,,,,,,,,,,
IM203,GBINZO 1,CI,10.219780,-5.486389,HUAWEI,2G,TCHOLOGO,GBINZO 1,,,,,,,,,,,,,,
IM203,GBINZO 1,CI,10.219780,-5.486389,HUAWEI,2G,TCHOLOGO,GBINZO 1,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM233,COCODY_MERMOZ,CI,5.339440,-3.996166,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM237,AKOUEDO_MBADON,CI,5.348012,-3.931619,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM286,BESSERI-TAKIKRO,CI,7.704748,-4.726134,HUAWEI,2G,GBEKE,BESSERI-TAKIKRO,,,,,,,,,,,,,,
IM286,BESSERI-TAKIKRO,CI,7.704748,-4.726134,HUAWEI,2G,GBEKE,BESSERI-TAKIKRO,,,,,,,,,,,,,,
IM286,BESSERI-TAKIKRO,CI,7.704748,-4.726134,HUAWEI,2G,GBEKE,BESSERI-TAKIKRO,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM317,JULES_VERNE_LAURIER15,CI,5.377703,-3.919037,ERICSSON,2G,ABIDJAN,BINGERVILLE,,,,,,,,,,,,,,
IM344,RURAL_NGUISSIDOUGOU,CI,8.71,-6.15,HUAWEI,2G,BERE,NGUISSIDOUGOU,,,,,,,,,,,,,,
IM351,RURAL_SOMOKORO,CI,8.484533,-6.002383,HUAWEI,2G,BERE,SOMOKORO,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM297,BAIE_COCODY_GOLF,CI,5.331890,-3.964480,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
IM209,NOE_VILLAGE,CI,5.295103,-2.786347,ERICSSON,2G,SUD-COMOE,NOE,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
ET840,NOUVEL-OUSROU,CI,5.406253,-4.514597,ERICSSON,2G,GRANDS-PONTS,NOUVEL-OUSROU,,,,,,,,,,,,,,
IM240,DABAKALA_IDT,CI,8.369301,-4.442182,HUAWEI,2G,HAMBOL,DABAKALA,,,,,,,,,,,,,,
IM240,DABAKALA_IDT,CI,8.369301,-4.442182,HUAWEI,2G,HAMBOL,DABAKALA,,,,,,,,,,,,,,
IM240,DABAKALA_IDT,CI,8.369301,-4.442182,HUAWEI,2G,HAMBOL,DABAKALA,,,,,,,,,,,,,,
IM095,PONA-VAHI,CI,6.943976,-7.161829,HUAWEI,2G,GUEMON,PONA-VAHI,,,,,,,,,,,,,,
IM095,PONA-VAHI,CI,6.943976,-7.161829,HUAWEI,2G,GUEMON,PONA-VAHI,,,,,,,,,,,,,,
IM095,PONA-VAHI,CI,6.943976,-7.161829,HUAWEI,2G,GUEMON,PONA-VAHI,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
IM255,ATTINGUIE_CANAAN,CI,5.466569,-4.178151,ERICSSON,2G,ABIDJAN,ATTINGUIE,,,,,,,,,,,,,,
ET689,YELLEU,CI,6.972019,-8.048220,HUAWEI,2G,TONKPI,YELLEU,,,,,,,,,,,,,,
ET689,YELLEU,CI,6.972019,-8.048220,HUAWEI,2G,TONKPI,YELLEU,,,,,,,,,,,,,,
ET689,YELLEU,CI,6.972019,-8.048220,HUAWEI,2G,TONKPI,YELLEU,,,,,,,,,,,,,,
IM127,BOBOKRO,CI,7.725727,-4.773056,HUAWEI,2G,GBEKE,BOBOKRO,,,,,,,,,,,,,,
IM127,BOBOKRO,CI,7.725727,-4.773056,HUAWEI,2G,GBEKE,BOBOKRO,,,,,,,,,,,,,,
IM127,BOBOKRO,CI,7.725727,-4.773056,HUAWEI,2G,GBEKE,BOBOKRO,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM168,GROGUIDA V1,CI,5.145522,-5.092054,ERICSSON,2G,GRANDS-PONTS,GROGUIDA V1,,,,,,,,,,,,,,
IM004,MEAGUI_FONTAINE,CI,5.384556,-6.555123,HUAWEI,2G,NAWA,MEAGUI,,,,,,,,,,,,,,
IM004,MEAGUI_FONTAINE,CI,5.384556,-6.555123,HUAWEI,2G,NAWA,MEAGUI,,,,,,,,,,,,,,
IM004,MEAGUI_FONTAINE,CI,5.384556,-6.555123,HUAWEI,2G,NAWA,MEAGUI,,,,,,,,,,,,,,
IM038,SOUBRE_COLLEGE_PAWA,CI,5.794109,-6.573133,HUAWEI,2G,NAWA,SOUBRE,,,,,,,,,,,,,,
IM038,SOUBRE_COLLEGE_PAWA,CI,5.794109,-6.573133,HUAWEI,2G,NAWA,SOUBRE,,,,,,,,,,,,,,
IM038,SOUBRE_COLLEGE_PAWA,CI,5.794109,-6.573133,HUAWEI,2G,NAWA,SOUBRE,,,,,,,,,,,,,,
ET032,DJELISSO,CI,8.791514,-6.502772,HUAWEI,2G,WORODOUGOU,DJELISSO,,,,,,,,,,,,,,
ET032,DJELISSO,CI,8.791514,-6.502772,HUAWEI,2G,WORODOUGOU,DJELISSO,,,,,,,,,,,,,,
ET032,DJELISSO,CI,8.791514,-6.502772,HUAWEI,2G,WORODOUGOU,DJELISSO,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM086,OBIE,CI,5.920005,-5.217868,ERICSSON,2G,LOH-DJIBOUA,OBIE,,,,,,,,,,,,,,
IM115,OUAHAMA,CI,7.839897,-6.694977,HUAWEI,2G,WORODOUGOU,OUAHAMA,,,,,,,,,,,,,,
IM115,OUAHAMA,CI,7.839897,-6.694977,HUAWEI,2G,WORODOUGOU,OUAHAMA,,,,,,,,,,,,,,
IM115,OUAHAMA,CI,7.839897,-6.694977,HUAWEI,2G,WORODOUGOU,OUAHAMA,,,,,,,,,,,,,,
IM162,PAPARA,CI,10.634421,-6.253123,HUAWEI,2G,BAGOUE,PAPARA,,,,,,,,,,,,,,
IM162,PAPARA,CI,10.634421,-6.253123,HUAWEI,2G,BAGOUE,PAPARA,,,,,,,,,,,,,,
IM162,PAPARA,CI,10.634421,-6.253123,HUAWEI,2G,BAGOUE,PAPARA,,,,,,,,,,,,,,
IM201,NOUGOUA,CI,5.342200,-2.779700,ERICSSON,2G,SUD-COMOE,NOUGOUA,,,,,,,,,,,,,,
IM201,NOUGOUA,CI,5.342200,-2.779700,ERICSSON,2G,SUD-COMOE,NOUGOUA,,,,,,,,,,,,,,
IM201,NOUGOUA,CI,5.342200,-2.779700,ERICSSON,2G,SUD-COMOE,NOUGOUA,,,,,,,,,,,,,,
ET788,KEITENABLY,CI,7.260868,-7.334032,HUAWEI,2G,GUEMON,KEITENABLY,,,,,,,,,,,,,,
ET788,KEITENABLY,CI,7.260868,-7.334032,HUAWEI,2G,GUEMON,KEITENABLY,,,,,,,,,,,,,,
ET788,KEITENABLY,CI,7.260868,-7.334032,HUAWEI,2G,GUEMON,KEITENABLY,,,,,,,,,,,,,,
ET843,LEDJEHAN,CI,6.931508,-7.105657,HUAWEI,2G,GUEMON,LEDJEHAN,,,,,,,,,,,,,,
ET843,LEDJEHAN,CI,6.931508,-7.105657,HUAWEI,2G,GUEMON,LEDJEHAN,,,,,,,,,,,,,,
ET843,LEDJEHAN,CI,6.931508,-7.105657,HUAWEI,2G,GUEMON,LEDJEHAN,,,,,,,,,,,,,,
ET748,IRIEFLA,CI,7.691375,-5.850725,HUAWEI,2G,MARAHOUE,IRIEFLA,,,,,,,,,,,,,,
ET748,IRIEFLA,CI,7.691375,-5.850725,HUAWEI,2G,MARAHOUE,IRIEFLA,,,,,,,,,,,,,,
ET748,IRIEFLA,CI,7.691375,-5.850725,HUAWEI,2G,MARAHOUE,IRIEFLA,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
ET989,YOP_DOUME,CI,5.315166,-4.043743,ERICSSON,2G,ABIDJAN,YOPOUGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM037,SONGON_KASSAMBLE,CI,5.337652,-4.223352,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM106,DJEKOUAMEKRO,CI,5.921643,-5.078750,ERICSSON,2G,LOH-DJIBOUA,DJEKOUAMEKRO,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM131,GAZAVILLE,CI,5.762522,-5.321146,ERICSSON,2G,LOH-DJIBOUA,GAZAVILLE,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM252,SONGON_CITE_NSIKAN,CI,5.323447,-4.203578,ERICSSON,2G,ABIDJAN,SONGON,,,,,,,,,,,,,,
IM266,HEREMANKONO,CI,8.181934,-6.159807,HUAWEI,2G,BERE,HEREMANKONO,,,,,,,,,,,,,,
IM266,HEREMANKONO,CI,8.181934,-6.159807,HUAWEI,2G,BERE,HEREMANKONO,,,,,,,,,,,,,,
IM266,HEREMANKONO,CI,8.181934,-6.159807,HUAWEI,2G,BERE,HEREMANKONO,,,,,,,,,,,,,,
ET679,GUIMEYO,CI,5.831375,-6.307712,HUAWEI,2G,NAWA,GUIMEYO,,,,,,,,,,,,,,
ET679,GUIMEYO,CI,5.831375,-6.307712,HUAWEI,2G,NAWA,GUIMEYO,,,,,,,,,,,,,,
ET679,GUIMEYO,CI,5.831375,-6.307712,HUAWEI,2G,NAWA,GUIMEYO,,,,,,,,,,,,,,
ET638,TOKOHIRI,CI,6.377272,-5.199340,HUAWEI,2G,AGNEBY-TIASSA,TOKOHIRI,,,,,,,,,,,,,,
ET638,TOKOHIRI,CI,6.377272,-5.199340,HUAWEI,2G,AGNEBY-TIASSA,TOKOHIRI,,,,,,,,,,,,,,
ET638,TOKOHIRI,CI,6.377272,-5.199340,HUAWEI,2G,AGNEBY-TIASSA,TOKOHIRI,,,,,,,,,,,,,,
ET926,LELEBLE,CI,6.228546,-5.223014,HUAWEI,2G,AGNEBY-TIASSA,LELEBLE,,,,,,,,,,,,,,
ET926,LELEBLE,CI,6.228546,-5.223014,HUAWEI,2G,AGNEBY-TIASSA,LELEBLE,,,,,,,,,,,,,,
ET926,LELEBLE,CI,6.228546,-5.223014,HUAWEI,2G,AGNEBY-TIASSA,LELEBLE,,,,,,,,,,,,,,
ET047,AYAOU-SOKPA,CI,7.421340,-5.612830,HUAWEI,2G,GBEKE,AYAOU-SOKPA,,,,,,,,,,,,,,
ET047,AYAOU-SOKPA,CI,7.421340,-5.612830,HUAWEI,2G,GBEKE,AYAOU-SOKPA,,,,,,,,,,,,,,
ET047,AYAOU-SOKPA,CI,7.421340,-5.612830,HUAWEI,2G,GBEKE,AYAOU-SOKPA,,,,,,,,,,,,,,
IM123,DJOUGOUBLE,CI,9.528140,-5.937000,HUAWEI,2G,PORO,DJOUGOUBLE,,,,,,,,,,,,,,
IM123,DJOUGOUBLE,CI,9.528140,-5.937000,HUAWEI,2G,PORO,DJOUGOUBLE,,,,,,,,,,,,,,
IM123,DJOUGOUBLE,CI,9.528140,-5.937000,HUAWEI,2G,PORO,DJOUGOUBLE,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM245,MPOUTO_VILLAGE,CI,5.322910,-3.953650,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
ET955,COCODY_DANGA,CI,5.344065,-4.006282,ERICSSON,2G,ABIDJAN,COCODY,,,,,,,,,,,,,,
IM222,ADJAME_CASSE,CI,5.367120,-4.026443,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
IM222,ADJAME_CASSE,CI,5.367120,-4.026443,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
IM222,ADJAME_CASSE,CI,5.367120,-4.026443,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
IM222,ADJAME_CASSE,CI,5.367120,-4.026443,ERICSSON,2G,ABIDJAN,ADJAME,,,,,,,,,,,,,,
